original_score,improvement,action_type,action_magnitude,baseline_value,is_critical,magnitude_x_baseline,original_sleep,original_stress,original_exercise,original_screen
49.18686,2.9958644,SLEEP_INCREASE,2.5,9.8,0,24.5,9.8,7.0,0.0,1.5
49.18686,35.327896,STRESS_DECREASE,-1.0,7.0,1,7.0,9.8,7.0,0.0,1.5
49.18686,59.791164,STRESS_DECREASE,-2.0,7.0,1,14.0,9.8,7.0,0.0,1.5
49.18686,84.22533,STRESS_DECREASE,-3.0,7.0,1,21.0,9.8,7.0,0.0,1.5
49.18686,96.81628,STRESS_DECREASE,-4.0,7.0,1,28.0,9.8,7.0,0.0,1.5
49.18686,18.948595,EXERCISE_INCREASE,1.0,0.0,1,0.0,9.8,7.0,0.0,1.5
49.18686,20.957708,EXERCISE_INCREASE,2.0,0.0,1,0.0,9.8,7.0,0.0,1.5
49.18686,20.41944,EXERCISE_INCREASE,3.0,0.0,1,0.0,9.8,7.0,0.0,1.5
49.18686,21.223385,EXERCISE_INCREASE,4.0,0.0,1,0.0,9.8,7.0,0.0,1.5
49.18686,3.1616504,SCREEN_DECREASE,-1.0,1.5,0,1.5,9.8,7.0,0.0,1.5
49.18686,2.942097,SCREEN_DECREASE,-2.0,1.5,0,3.0,9.8,7.0,0.0,1.5
49.18686,2.7517874,SCREEN_DECREASE,-3.0,1.5,0,4.5,9.8,7.0,0.0,1.5
49.18686,2.9277859,SCREEN_DECREASE,-4.0,1.5,0,6.0,9.8,7.0,0.0,1.5
79.43213,3.475613,SLEEP_INCREASE,0.5,9.1,0,4.55,9.1,1.0,0.0,8.9
79.43213,2.508604,SLEEP_INCREASE,1.0,9.1,0,9.1,9.1,1.0,0.0,8.9
79.43213,2.5860403,SLEEP_INCREASE,1.5,9.1,0,13.649999999999999,9.1,1.0,0.0,8.9
79.43213,2.31314,SLEEP_INCREASE,2.0,9.1,0,18.2,9.1,1.0,0.0,8.9
79.43213,2.367474,SLEEP_INCREASE,2.5,9.1,0,22.75,9.1,1.0,0.0,8.9
79.43213,6.075365,STRESS_DECREASE,-1.0,1.0,0,1.0,9.1,1.0,0.0,8.9
79.43213,6.3978744,STRESS_DECREASE,-2.0,1.0,0,2.0,9.1,1.0,0.0,8.9
79.43213,6.1923504,STRESS_DECREASE,-3.0,1.0,0,3.0,9.1,1.0,0.0,8.9
79.43213,5.868048,STRESS_DECREASE,-4.0,1.0,0,4.0,9.1,1.0,0.0,8.9
79.43213,41.204636,EXERCISE_INCREASE,1.0,0.0,1,0.0,9.1,1.0,0.0,8.9
79.43213,39.759758,EXERCISE_INCREASE,2.0,0.0,1,0.0,9.1,1.0,0.0,8.9
79.43213,37.67209,EXERCISE_INCREASE,3.0,0.0,1,0.0,9.1,1.0,0.0,8.9
79.43213,39.072937,EXERCISE_INCREASE,4.0,0.0,1,0.0,9.1,1.0,0.0,8.9
79.43213,6.367526,SCREEN_DECREASE,-1.0,8.9,0,8.9,9.1,1.0,0.0,8.9
79.43213,6.6967616,SCREEN_DECREASE,-2.0,8.9,0,17.8,9.1,1.0,0.0,8.9
79.43213,6.138945,SCREEN_DECREASE,-3.0,8.9,0,26.700000000000003,9.1,1.0,0.0,8.9
79.43213,6.5861506,SCREEN_DECREASE,-4.0,8.9,0,35.6,9.1,1.0,0.0,8.9
99.950615,-3.987966,SLEEP_INCREASE,0.5,9.0,0,4.5,9.0,3.0,1.0,3.3
99.950615,-5.616482,SLEEP_INCREASE,1.0,9.0,0,9.0,9.0,3.0,1.0,3.3
99.950615,-5.7619934,SLEEP_INCREASE,1.5,9.0,0,13.5,9.0,3.0,1.0,3.3
99.950615,-5.6809807,SLEEP_INCREASE,2.0,9.0,0,18.0,9.0,3.0,1.0,3.3
99.950615,-5.7686243,SLEEP_INCREASE,2.5,9.0,0,22.5,9.0,3.0,1.0,3.3
99.950615,-1.8221594,STRESS_DECREASE,-1.0,3.0,0,3.0,9.0,3.0,1.0,3.3
99.950615,-1.6065184,STRESS_DECREASE,-2.0,3.0,0,6.0,9.0,3.0,1.0,3.3
99.950615,-1.7244636,STRESS_DECREASE,-3.0,3.0,0,9.0,9.0,3.0,1.0,3.3
99.950615,-1.6247921,STRESS_DECREASE,-4.0,3.0,0,12.0,9.0,3.0,1.0,3.3
99.950615,-10.482649,EXERCISE_INCREASE,1.0,1.0,1,1.0,9.0,3.0,1.0,3.3
99.950615,-11.305466,EXERCISE_INCREASE,2.0,1.0,1,2.0,9.0,3.0,1.0,3.3
99.950615,-10.555998,EXERCISE_INCREASE,3.0,1.0,1,3.0,9.0,3.0,1.0,3.3
99.950615,-11.294226,EXERCISE_INCREASE,4.0,1.0,1,4.0,9.0,3.0,1.0,3.3
99.950615,-1.7383608,SCREEN_DECREASE,-1.0,3.3,0,3.3,9.0,3.0,1.0,3.3
99.950615,-1.7498078,SCREEN_DECREASE,-2.0,3.3,0,6.6,9.0,3.0,1.0,3.3
99.950615,-1.6532584,SCREEN_DECREASE,-3.0,3.3,0,9.899999999999999,9.0,3.0,1.0,3.3
99.950615,-1.5432541,SCREEN_DECREASE,-4.0,3.3,0,13.2,9.0,3.0,1.0,3.3
27.67193,100.33977,SLEEP_INCREASE,0.5,4.2,1,2.1,4.2,7.0,0.0,5.6
27.67193,106.99294,SLEEP_INCREASE,1.0,4.2,1,4.2,4.2,7.0,0.0,5.6
27.67193,96.73958,SLEEP_INCREASE,1.5,4.2,1,6.300000000000001,4.2,7.0,0.0,5.6
27.67193,93.308945,SLEEP_INCREASE,2.0,4.2,1,8.4,4.2,7.0,0.0,5.6
27.67193,91.73276,SLEEP_INCREASE,2.5,4.2,1,10.5,4.2,7.0,0.0,5.6
27.67193,102.41604,STRESS_DECREASE,-1.0,7.0,1,7.0,4.2,7.0,0.0,5.6
27.67193,118.456474,STRESS_DECREASE,-2.0,7.0,1,14.0,4.2,7.0,0.0,5.6
27.67193,169.0579,STRESS_DECREASE,-3.0,7.0,1,21.0,4.2,7.0,0.0,5.6
27.67193,183.91359,STRESS_DECREASE,-4.0,7.0,1,28.0,4.2,7.0,0.0,5.6
27.67193,68.49976,EXERCISE_INCREASE,1.0,0.0,1,0.0,4.2,7.0,0.0,5.6
27.67193,69.69723,EXERCISE_INCREASE,2.0,0.0,1,0.0,4.2,7.0,0.0,5.6
27.67193,72.8819,EXERCISE_INCREASE,3.0,0.0,1,0.0,4.2,7.0,0.0,5.6
27.67193,68.73566,EXERCISE_INCREASE,4.0,0.0,1,0.0,4.2,7.0,0.0,5.6
27.67193,11.081603,SCREEN_DECREASE,-1.0,5.6,0,5.6,4.2,7.0,0.0,5.6
27.67193,12.008909,SCREEN_DECREASE,-2.0,5.6,0,11.2,4.2,7.0,0.0,5.6
27.67193,11.87841,SCREEN_DECREASE,-3.0,5.6,0,16.799999999999997,4.2,7.0,0.0,5.6
27.67193,10.559237,SCREEN_DECREASE,-4.0,5.6,0,22.4,4.2,7.0,0.0,5.6
77.7167,-25.297825,SLEEP_INCREASE,0.5,4.1,1,2.05,4.1,5.0,1.0,5.8
77.7167,-23.986145,SLEEP_INCREASE,1.0,4.1,1,4.1,4.1,5.0,1.0,5.8
77.7167,-21.157204,SLEEP_INCREASE,1.5,4.1,1,6.1499999999999995,4.1,5.0,1.0,5.8
77.7167,-20.915392,SLEEP_INCREASE,2.0,4.1,1,8.2,4.1,5.0,1.0,5.8
77.7167,-21.04137,SLEEP_INCREASE,2.5,4.1,1,10.25,4.1,5.0,1.0,5.8
77.7167,3.5777063,STRESS_DECREASE,-1.0,5.0,0,5.0,4.1,5.0,1.0,5.8
77.7167,7.9252124,STRESS_DECREASE,-2.0,5.0,0,10.0,4.1,5.0,1.0,5.8
77.7167,7.927858,STRESS_DECREASE,-3.0,5.0,0,15.0,4.1,5.0,1.0,5.8
77.7167,7.906553,STRESS_DECREASE,-4.0,5.0,0,20.0,4.1,5.0,1.0,5.8
77.7167,-17.962055,EXERCISE_INCREASE,1.0,1.0,1,1.0,4.1,5.0,1.0,5.8
77.7167,-14.105187,EXERCISE_INCREASE,2.0,1.0,1,2.0,4.1,5.0,1.0,5.8
77.7167,-14.594164,EXERCISE_INCREASE,3.0,1.0,1,3.0,4.1,5.0,1.0,5.8
77.7167,-14.362382,EXERCISE_INCREASE,4.0,1.0,1,4.0,4.1,5.0,1.0,5.8
77.7167,-2.8270538,SCREEN_DECREASE,-1.0,5.8,0,5.8,4.1,5.0,1.0,5.8
77.7167,-2.6853187,SCREEN_DECREASE,-2.0,5.8,0,11.6,4.1,5.0,1.0,5.8
77.7167,-2.5284817,SCREEN_DECREASE,-3.0,5.8,0,17.4,4.1,5.0,1.0,5.8
77.7167,-2.2598352,SCREEN_DECREASE,-4.0,5.8,0,23.2,4.1,5.0,1.0,5.8
57.784176,4.8096733,SLEEP_INCREASE,0.5,8.5,0,4.25,8.5,5.0,2.0,11.1
57.784176,4.906612,SLEEP_INCREASE,1.0,8.5,0,8.5,8.5,5.0,2.0,11.1
57.784176,4.4558907,SLEEP_INCREASE,1.5,8.5,0,12.75,8.5,5.0,2.0,11.1
57.784176,4.7886558,SLEEP_INCREASE,2.0,8.5,0,17.0,8.5,5.0,2.0,11.1
57.784176,4.331705,SLEEP_INCREASE,2.5,8.5,0,21.25,8.5,5.0,2.0,11.1
57.784176,11.732438,STRESS_DECREASE,-1.0,5.0,0,5.0,8.5,5.0,2.0,11.1
57.784176,14.007212,STRESS_DECREASE,-2.0,5.0,0,10.0,8.5,5.0,2.0,11.1
57.784176,15.084045,STRESS_DECREASE,-3.0,5.0,0,15.0,8.5,5.0,2.0,11.1
57.784176,13.554959,STRESS_DECREASE,-4.0,5.0,0,20.0,8.5,5.0,2.0,11.1
57.784176,27.936283,EXERCISE_INCREASE,1.0,2.0,1,2.0,8.5,5.0,2.0,11.1
57.784176,27.06885,EXERCISE_INCREASE,2.0,2.0,1,4.0,8.5,5.0,2.0,11.1
57.784176,28.348969,EXERCISE_INCREASE,3.0,2.0,1,6.0,8.5,5.0,2.0,11.1
57.784176,29.591545,EXERCISE_INCREASE,4.0,2.0,1,8.0,8.5,5.0,2.0,11.1
57.784176,23.390408,SCREEN_DECREASE,-1.0,11.1,1,11.1,8.5,5.0,2.0,11.1
57.784176,26.645557,SCREEN_DECREASE,-2.0,11.1,1,22.2,8.5,5.0,2.0,11.1
57.784176,25.07767,SCREEN_DECREASE,-3.0,11.1,1,33.3,8.5,5.0,2.0,11.1
57.784176,25.563461,SCREEN_DECREASE,-4.0,11.1,1,44.4,8.5,5.0,2.0,11.1
29.611975,23.421604,SLEEP_INCREASE,0.5,6.8,0,3.4,6.8,4.0,0.0,7.0
29.611975,21.868773,SLEEP_INCREASE,1.0,6.8,0,6.8,6.8,4.0,0.0,7.0
29.611975,21.807005,SLEEP_INCREASE,1.5,6.8,0,10.2,6.8,4.0,0.0,7.0
29.611975,22.60465,SLEEP_INCREASE,2.0,6.8,0,13.6,6.8,4.0,0.0,7.0
29.611975,21.145031,SLEEP_INCREASE,2.5,6.8,0,17.0,6.8,4.0,0.0,7.0
29.611975,25.024485,STRESS_DECREASE,-1.0,4.0,0,4.0,6.8,4.0,0.0,7.0
29.611975,23.839369,STRESS_DECREASE,-2.0,4.0,0,8.0,6.8,4.0,0.0,7.0
29.611975,26.380148,STRESS_DECREASE,-3.0,4.0,0,12.0,6.8,4.0,0.0,7.0
29.611975,25.499363,STRESS_DECREASE,-4.0,4.0,0,16.0,6.8,4.0,0.0,7.0
29.611975,134.66313,EXERCISE_INCREASE,1.0,0.0,1,0.0,6.8,4.0,0.0,7.0
29.611975,147.68924,EXERCISE_INCREASE,2.0,0.0,1,0.0,6.8,4.0,0.0,7.0
29.611975,142.91681,EXERCISE_INCREASE,3.0,0.0,1,0.0,6.8,4.0,0.0,7.0
29.611975,147.85147,EXERCISE_INCREASE,4.0,0.0,1,0.0,6.8,4.0,0.0,7.0
29.611975,20.966078,SCREEN_DECREASE,-1.0,7.0,0,7.0,6.8,4.0,0.0,7.0
29.611975,22.910795,SCREEN_DECREASE,-2.0,7.0,0,14.0,6.8,4.0,0.0,7.0
29.611975,22.310867,SCREEN_DECREASE,-3.0,7.0,0,21.0,6.8,4.0,0.0,7.0
29.611975,23.646027,SCREEN_DECREASE,-4.0,7.0,0,28.0,6.8,4.0,0.0,7.0
40.50137,194.74896,SLEEP_INCREASE,0.5,6.4,1,3.2,6.4,1.0,1.0,5.1
40.50137,196.66873,SLEEP_INCREASE,1.0,6.4,1,6.4,6.4,1.0,1.0,5.1
40.50137,192.97995,SLEEP_INCREASE,1.5,6.4,1,9.600000000000001,6.4,1.0,1.0,5.1
40.50137,170.16411,SLEEP_INCREASE,2.0,6.4,1,12.8,6.4,1.0,1.0,5.1
40.50137,167.18408,SLEEP_INCREASE,2.5,6.4,1,16.0,6.4,1.0,1.0,5.1
40.50137,19.914669,STRESS_DECREASE,-1.0,1.0,0,1.0,6.4,1.0,1.0,5.1
40.50137,22.028185,STRESS_DECREASE,-2.0,1.0,0,2.0,6.4,1.0,1.0,5.1
40.50137,22.880566,STRESS_DECREASE,-3.0,1.0,0,3.0,6.4,1.0,1.0,5.1
40.50137,20.559883,STRESS_DECREASE,-4.0,1.0,0,4.0,6.4,1.0,1.0,5.1
40.50137,142.5522,EXERCISE_INCREASE,1.0,1.0,1,1.0,6.4,1.0,1.0,5.1
40.50137,132.32542,EXERCISE_INCREASE,2.0,1.0,1,2.0,6.4,1.0,1.0,5.1
40.50137,133.97127,EXERCISE_INCREASE,3.0,1.0,1,3.0,6.4,1.0,1.0,5.1
40.50137,132.4263,EXERCISE_INCREASE,4.0,1.0,1,4.0,6.4,1.0,1.0,5.1
40.50137,20.16772,SCREEN_DECREASE,-1.0,5.1,0,5.1,6.4,1.0,1.0,5.1
40.50137,22.802,SCREEN_DECREASE,-2.0,5.1,0,10.2,6.4,1.0,1.0,5.1
40.50137,21.067657,SCREEN_DECREASE,-3.0,5.1,0,15.299999999999999,6.4,1.0,1.0,5.1
40.50137,19.971916,SCREEN_DECREASE,-4.0,5.1,0,20.4,6.4,1.0,1.0,5.1
60.86693,8.24884,SLEEP_INCREASE,0.5,9.7,0,4.85,9.7,2.0,1.0,3.4
60.86693,8.23938,SLEEP_INCREASE,1.0,9.7,0,9.7,9.7,2.0,1.0,3.4
60.86693,8.674362,SLEEP_INCREASE,1.5,9.7,0,14.549999999999999,9.7,2.0,1.0,3.4
60.86693,8.70634,SLEEP_INCREASE,2.0,9.7,0,19.4,9.7,2.0,1.0,3.4
60.86693,8.614769,SLEEP_INCREASE,2.5,9.7,0,24.25,9.7,2.0,1.0,3.4
60.86693,9.473905,STRESS_DECREASE,-1.0,2.0,0,2.0,9.7,2.0,1.0,3.4
60.86693,9.429374,STRESS_DECREASE,-2.0,2.0,0,4.0,9.7,2.0,1.0,3.4
60.86693,8.290036,STRESS_DECREASE,-3.0,2.0,0,6.0,9.7,2.0,1.0,3.4
60.86693,9.222752,STRESS_DECREASE,-4.0,2.0,0,8.0,9.7,2.0,1.0,3.4
60.86693,58.20714,EXERCISE_INCREASE,1.0,1.0,1,1.0,9.7,2.0,1.0,3.4
60.86693,57.134518,EXERCISE_INCREASE,2.0,1.0,1,2.0,9.7,2.0,1.0,3.4
60.86693,57.014782,EXERCISE_INCREASE,3.0,1.0,1,3.0,9.7,2.0,1.0,3.4
60.86693,54.99209,EXERCISE_INCREASE,4.0,1.0,1,4.0,9.7,2.0,1.0,3.4
60.86693,9.191941,SCREEN_DECREASE,-1.0,3.4,0,3.4,9.7,2.0,1.0,3.4
60.86693,8.633714,SCREEN_DECREASE,-2.0,3.4,0,6.8,9.7,2.0,1.0,3.4
60.86693,8.869432,SCREEN_DECREASE,-3.0,3.4,0,10.2,9.7,2.0,1.0,3.4
60.86693,9.315317,SCREEN_DECREASE,-4.0,3.4,0,13.6,9.7,2.0,1.0,3.4
47.60623,13.635223,SLEEP_INCREASE,0.5,8.4,0,4.2,8.4,4.0,0.0,9.4
47.60623,12.460441,SLEEP_INCREASE,1.0,8.4,0,8.4,8.4,4.0,0.0,9.4
47.60623,12.18595,SLEEP_INCREASE,1.5,8.4,0,12.600000000000001,8.4,4.0,0.0,9.4
47.60623,13.200499,SLEEP_INCREASE,2.0,8.4,0,16.8,8.4,4.0,0.0,9.4
47.60623,12.513195,SLEEP_INCREASE,2.5,8.4,0,21.0,8.4,4.0,0.0,9.4
47.60623,20.52756,STRESS_DECREASE,-1.0,4.0,0,4.0,8.4,4.0,0.0,9.4
47.60623,20.33371,STRESS_DECREASE,-2.0,4.0,0,8.0,8.4,4.0,0.0,9.4
47.60623,20.761631,STRESS_DECREASE,-3.0,4.0,0,12.0,8.4,4.0,0.0,9.4
47.60623,19.493572,STRESS_DECREASE,-4.0,4.0,0,16.0,8.4,4.0,0.0,9.4
47.60623,97.97926,EXERCISE_INCREASE,1.0,0.0,1,0.0,8.4,4.0,0.0,9.4
47.60623,98.87156,EXERCISE_INCREASE,2.0,0.0,1,0.0,8.4,4.0,0.0,9.4
47.60623,93.17141,EXERCISE_INCREASE,3.0,0.0,1,0.0,8.4,4.0,0.0,9.4
47.60623,93.37304,EXERCISE_INCREASE,4.0,0.0,1,0.0,8.4,4.0,0.0,9.4
47.60623,83.08816,SCREEN_DECREASE,-1.0,9.4,1,9.4,8.4,4.0,0.0,9.4
47.60623,79.5238,SCREEN_DECREASE,-2.0,9.4,1,18.8,8.4,4.0,0.0,9.4
47.60623,84.495834,SCREEN_DECREASE,-3.0,9.4,1,28.200000000000003,8.4,4.0,0.0,9.4
47.60623,82.17223,SCREEN_DECREASE,-4.0,9.4,1,37.6,8.4,4.0,0.0,9.4
37.252846,90.00073,SLEEP_INCREASE,0.5,4.0,1,2.0,4.0,8.0,2.0,4.3
37.252846,89.349785,SLEEP_INCREASE,1.0,4.0,1,4.0,4.0,8.0,2.0,4.3
37.252846,93.21593,SLEEP_INCREASE,1.5,4.0,1,6.0,4.0,8.0,2.0,4.3
37.252846,82.11036,SLEEP_INCREASE,2.0,4.0,1,8.0,4.0,8.0,2.0,4.3
37.252846,92.77896,SLEEP_INCREASE,2.5,4.0,1,10.0,4.0,8.0,2.0,4.3
37.252846,52.760624,STRESS_DECREASE,-1.0,8.0,1,8.0,4.0,8.0,2.0,4.3
37.252846,62.172062,STRESS_DECREASE,-2.0,8.0,1,16.0,4.0,8.0,2.0,4.3
37.252846,85.169075,STRESS_DECREASE,-3.0,8.0,1,24.0,4.0,8.0,2.0,4.3
37.252846,149.11868,STRESS_DECREASE,-4.0,8.0,1,32.0,4.0,8.0,2.0,4.3
37.252846,58.644886,EXERCISE_INCREASE,1.0,2.0,1,2.0,4.0,8.0,2.0,4.3
37.252846,64.62737,EXERCISE_INCREASE,2.0,2.0,1,4.0,4.0,8.0,2.0,4.3
37.252846,62.79351,EXERCISE_INCREASE,3.0,2.0,1,6.0,4.0,8.0,2.0,4.3
37.252846,66.187454,EXERCISE_INCREASE,4.0,2.0,1,8.0,4.0,8.0,2.0,4.3
37.252846,9.358803,SCREEN_DECREASE,-1.0,4.3,0,4.3,4.0,8.0,2.0,4.3
37.252846,9.888077,SCREEN_DECREASE,-2.0,4.3,0,8.6,4.0,8.0,2.0,4.3
37.252846,9.926378,SCREEN_DECREASE,-3.0,4.3,0,12.899999999999999,4.0,8.0,2.0,4.3
37.252846,10.545016,SCREEN_DECREASE,-4.0,4.3,0,17.2,4.0,8.0,2.0,4.3
38.05441,9.484332,SLEEP_INCREASE,0.5,8.0,0,4.0,8.0,10.0,1.0,10.8
38.05441,9.948526,SLEEP_INCREASE,1.0,8.0,0,8.0,8.0,10.0,1.0,10.8
38.05441,10.412499,SLEEP_INCREASE,1.5,8.0,0,12.0,8.0,10.0,1.0,10.8
38.05441,9.497179,SLEEP_INCREASE,2.0,8.0,0,16.0,8.0,10.0,1.0,10.8
38.05441,9.729302,SLEEP_INCREASE,2.5,8.0,0,20.0,8.0,10.0,1.0,10.8
38.05441,67.72843,STRESS_DECREASE,-1.0,10.0,1,10.0,8.0,10.0,1.0,10.8
38.05441,68.100586,STRESS_DECREASE,-2.0,10.0,1,20.0,8.0,10.0,1.0,10.8
38.05441,49.954884,STRESS_DECREASE,-3.0,10.0,1,30.0,8.0,10.0,1.0,10.8
38.05441,71.9333,STRESS_DECREASE,-4.0,10.0,1,40.0,8.0,10.0,1.0,10.8
38.05441,57.341827,EXERCISE_INCREASE,1.0,1.0,1,1.0,8.0,10.0,1.0,10.8
38.05441,61.66215,EXERCISE_INCREASE,2.0,1.0,1,2.0,8.0,10.0,1.0,10.8
38.05441,57.67686,EXERCISE_INCREASE,3.0,1.0,1,3.0,8.0,10.0,1.0,10.8
38.05441,63.816486,EXERCISE_INCREASE,4.0,1.0,1,4.0,8.0,10.0,1.0,10.8
38.05441,50.657738,SCREEN_DECREASE,-1.0,10.8,1,10.8,8.0,10.0,1.0,10.8
38.05441,49.935776,SCREEN_DECREASE,-2.0,10.8,1,21.6,8.0,10.0,1.0,10.8
38.05441,52.853592,SCREEN_DECREASE,-3.0,10.8,1,32.400000000000006,8.0,10.0,1.0,10.8
38.05441,52.133354,SCREEN_DECREASE,-4.0,10.8,1,43.2,8.0,10.0,1.0,10.8
43.90694,185.7008,SLEEP_INCREASE,0.5,5.9,1,2.95,5.9,3.0,1.0,6.1
43.90694,177.10881,SLEEP_INCREASE,1.0,5.9,1,5.9,5.9,3.0,1.0,6.1
43.90694,186.85506,SLEEP_INCREASE,1.5,5.9,1,8.850000000000001,5.9,3.0,1.0,6.1
43.90694,181.74518,SLEEP_INCREASE,2.0,5.9,1,11.8,5.9,3.0,1.0,6.1
43.90694,177.83665,SLEEP_INCREASE,2.5,5.9,1,14.75,5.9,3.0,1.0,6.1
43.90694,21.022194,STRESS_DECREASE,-1.0,3.0,0,3.0,5.9,3.0,1.0,6.1
43.90694,19.79487,STRESS_DECREASE,-2.0,3.0,0,6.0,5.9,3.0,1.0,6.1
43.90694,20.149227,STRESS_DECREASE,-3.0,3.0,0,9.0,5.9,3.0,1.0,6.1
43.90694,18.720366,STRESS_DECREASE,-4.0,3.0,0,12.0,5.9,3.0,1.0,6.1
43.90694,123.431496,EXERCISE_INCREASE,1.0,1.0,1,1.0,5.9,3.0,1.0,6.1
43.90694,132.36932,EXERCISE_INCREASE,2.0,1.0,1,2.0,5.9,3.0,1.0,6.1
43.90694,123.20232,EXERCISE_INCREASE,3.0,1.0,1,3.0,5.9,3.0,1.0,6.1
43.90694,118.82572,EXERCISE_INCREASE,4.0,1.0,1,4.0,5.9,3.0,1.0,6.1
43.90694,19.013613,SCREEN_DECREASE,-1.0,6.1,0,6.1,5.9,3.0,1.0,6.1
43.90694,21.299973,SCREEN_DECREASE,-2.0,6.1,0,12.2,5.9,3.0,1.0,6.1
43.90694,21.490597,SCREEN_DECREASE,-3.0,6.1,0,18.299999999999997,5.9,3.0,1.0,6.1
43.90694,21.811932,SCREEN_DECREASE,-4.0,6.1,0,24.4,5.9,3.0,1.0,6.1
99.985115,-4.6820188,SLEEP_INCREASE,0.5,7.2,0,3.6,7.2,4.0,1.0,3.8
99.985115,-5.3661804,SLEEP_INCREASE,1.0,7.2,0,7.2,7.2,4.0,1.0,3.8
99.985115,-4.99427,SLEEP_INCREASE,1.5,7.2,0,10.8,7.2,4.0,1.0,3.8
99.985115,-6.3012033,SLEEP_INCREASE,2.0,7.2,0,14.4,7.2,4.0,1.0,3.8
99.985115,-7.930554,SLEEP_INCREASE,2.5,7.2,0,18.0,7.2,4.0,1.0,3.8
99.985115,-0.24413183,STRESS_DECREASE,-1.0,4.0,0,4.0,7.2,4.0,1.0,3.8
99.985115,-0.21542637,STRESS_DECREASE,-2.0,4.0,0,8.0,7.2,4.0,1.0,3.8
99.985115,-0.21079886,STRESS_DECREASE,-3.0,4.0,0,12.0,7.2,4.0,1.0,3.8
99.985115,-0.21532041,STRESS_DECREASE,-4.0,4.0,0,16.0,7.2,4.0,1.0,3.8
99.985115,-29.623203,EXERCISE_INCREASE,1.0,1.0,1,1.0,7.2,4.0,1.0,3.8
99.985115,-30.411713,EXERCISE_INCREASE,2.0,1.0,1,2.0,7.2,4.0,1.0,3.8
99.985115,-28.261848,EXERCISE_INCREASE,3.0,1.0,1,3.0,7.2,4.0,1.0,3.8
99.985115,-30.893456,EXERCISE_INCREASE,4.0,1.0,1,4.0,7.2,4.0,1.0,3.8
99.985115,-5.219349,SCREEN_DECREASE,-1.0,3.8,0,3.8,7.2,4.0,1.0,3.8
99.985115,-4.727763,SCREEN_DECREASE,-2.0,3.8,0,7.6,7.2,4.0,1.0,3.8
99.985115,-5.099944,SCREEN_DECREASE,-3.0,3.8,0,11.399999999999999,7.2,4.0,1.0,3.8
99.985115,-4.8066564,SCREEN_DECREASE,-4.0,3.8,0,15.2,7.2,4.0,1.0,3.8
76.134544,3.8023508,SLEEP_INCREASE,0.5,9.6,0,4.8,9.6,1.0,0.0,8.2
76.134544,3.686769,SLEEP_INCREASE,1.0,9.6,0,9.6,9.6,1.0,0.0,8.2
76.134544,3.5844676,SLEEP_INCREASE,1.5,9.6,0,14.399999999999999,9.6,1.0,0.0,8.2
76.134544,3.5021102,SLEEP_INCREASE,2.0,9.6,0,19.2,9.6,1.0,0.0,8.2
76.134544,3.8084064,SLEEP_INCREASE,2.5,9.6,0,24.0,9.6,1.0,0.0,8.2
76.134544,4.531904,STRESS_DECREASE,-1.0,1.0,0,1.0,9.6,1.0,0.0,8.2
76.134544,4.838137,STRESS_DECREASE,-2.0,1.0,0,2.0,9.6,1.0,0.0,8.2
76.134544,5.1207747,STRESS_DECREASE,-3.0,1.0,0,3.0,9.6,1.0,0.0,8.2
76.134544,5.1261935,STRESS_DECREASE,-4.0,1.0,0,4.0,9.6,1.0,0.0,8.2
76.134544,29.561958,EXERCISE_INCREASE,1.0,0.0,1,0.0,9.6,1.0,0.0,8.2
76.134544,30.373539,EXERCISE_INCREASE,2.0,0.0,1,0.0,9.6,1.0,0.0,8.2
76.134544,32.359257,EXERCISE_INCREASE,3.0,0.0,1,0.0,9.6,1.0,0.0,8.2
76.134544,28.77121,EXERCISE_INCREASE,4.0,0.0,1,0.0,9.6,1.0,0.0,8.2
76.134544,4.5811806,SCREEN_DECREASE,-1.0,8.2,0,8.2,9.6,1.0,0.0,8.2
76.134544,4.5800076,SCREEN_DECREASE,-2.0,8.2,0,16.4,9.6,1.0,0.0,8.2
76.134544,5.003439,SCREEN_DECREASE,-3.0,8.2,0,24.599999999999998,9.6,1.0,0.0,8.2
76.134544,4.9675107,SCREEN_DECREASE,-4.0,8.2,0,32.8,9.6,1.0,0.0,8.2
86.01726,-38.7668,SLEEP_INCREASE,0.5,4.5,1,2.25,4.5,10.0,2.0,1.9
86.01726,-34.56882,SLEEP_INCREASE,1.0,4.5,1,4.5,4.5,10.0,2.0,1.9
86.01726,-32.438805,SLEEP_INCREASE,1.5,4.5,1,6.75,4.5,10.0,2.0,1.9
86.01726,-32.037548,SLEEP_INCREASE,2.0,4.5,1,9.0,4.5,10.0,2.0,1.9
86.01726,-27.965357,SLEEP_INCREASE,2.5,4.5,1,11.25,4.5,10.0,2.0,1.9
86.01726,-27.974064,STRESS_DECREASE,-1.0,10.0,1,10.0,4.5,10.0,2.0,1.9
86.01726,-22.052547,STRESS_DECREASE,-2.0,10.0,1,20.0,4.5,10.0,2.0,1.9
86.01726,-19.273111,STRESS_DECREASE,-3.0,10.0,1,30.0,4.5,10.0,2.0,1.9
86.01726,-15.832194,STRESS_DECREASE,-4.0,10.0,1,40.0,4.5,10.0,2.0,1.9
86.01726,-25.943127,EXERCISE_INCREASE,1.0,2.0,1,2.0,4.5,10.0,2.0,1.9
86.01726,-23.796833,EXERCISE_INCREASE,2.0,2.0,1,4.0,4.5,10.0,2.0,1.9
