original_score,modified_score,improvement,action_type,action_magnitude,action_description,original_sleep,original_stress,original_exercise,original_screen,modified_sleep,modified_stress,modified_exercise,modified_screen
45.34687,46.543365,1.196495,EXERCISE_INCREASE,4.0,Add 4 workout sessions/week,4.8,8.0,0.0,5.7,4.8,8.0,4.0,5.7
45.34687,45.781948,0.43507767,SCREEN_DECREASE,-1.0,Reduce screen time by 1h,4.8,8.0,0.0,5.7,4.8,8.0,0.0,4.7
45.34687,45.867924,0.5210533,SCREEN_DECREASE,-2.0,Reduce screen time by 2h,4.8,8.0,0.0,5.7,4.8,8.0,0.0,3.7
45.34687,45.947178,0.60030746,SCREEN_DECREASE,-3.0,Reduce screen time by 3h,4.8,8.0,0.0,5.7,4.8,8.0,0.0,2.7
45.34687,46.117535,0.7706642,SCREEN_DECREASE,-4.0,Reduce screen time by 4h,4.8,8.0,0.0,5.7,4.8,8.0,0.0,1.7000000000000002
45.34687,45.95338,0.60651016,CAFFEINE_ADJUST,-2.0,Adjust caffeine by 2 cups,4.8,8.0,0.0,5.7,4.8,8.0,0.0,5.7
45.34687,45.95338,0.60651016,CAFFEINE_ADJUST,-1.0,Adjust caffeine by 1 cups,4.8,8.0,0.0,5.7,4.8,8.0,0.0,5.7
45.34687,45.95338,0.60651016,CAFFEINE_ADJUST,0.0,Adjust caffeine by 0 cups,4.8,8.0,0.0,5.7,4.8,8.0,0.0,5.7
45.34687,45.95338,0.60651016,CAFFEINE_ADJUST,1.0,Adjust caffeine by 1 cups,4.8,8.0,0.0,5.7,4.8,8.0,0.0,5.7
76.14146,76.24945,0.10799408,SLEEP_INCREASE,0.5,Increase sleep by 0.5h,8.8,3.0,1.0,9.1,9.3,3.0,1.0,9.1
76.14146,76.295815,0.15435791,SLEEP_INCREASE,1.0,Increase sleep by 1.0h,8.8,3.0,1.0,9.1,9.8,3.0,1.0,9.1
76.14146,76.41179,0.27033234,SLEEP_INCREASE,1.5,Increase sleep by 1.5h,8.8,3.0,1.0,9.1,10.0,3.0,1.0,9.1
76.14146,76.41179,0.27033234,SLEEP_INCREASE,2.0,Increase sleep by 2.0h,8.8,3.0,1.0,9.1,10.0,3.0,1.0,9.1
76.14146,76.41179,0.27033234,SLEEP_INCREASE,2.5,Increase sleep by 2.5h,8.8,3.0,1.0,9.1,10.0,3.0,1.0,9.1
76.14146,76.41179,0.27033234,SLEEP_INCREASE,3.0,Increase sleep by 3.0h,8.8,3.0,1.0,9.1,10.0,3.0,1.0,9.1
76.14146,76.13807,-0.0033874512,STRESS_DECREASE,-1.0,Reduce stress by 1 points,8.8,3.0,1.0,9.1,8.8,2.0,1.0,9.1
76.14146,76.13725,-0.0042037964,STRESS_DECREASE,-2.0,Reduce stress by 2 points,8.8,3.0,1.0,9.1,8.8,1.0,1.0,9.1
76.14146,76.13725,-0.0042037964,STRESS_DECREASE,-3.0,Reduce stress by 3 points,8.8,3.0,1.0,9.1,8.8,1.0,1.0,9.1
76.14146,76.13725,-0.0042037964,STRESS_DECREASE,-4.0,Reduce stress by 4 points,8.8,3.0,1.0,9.1,8.8,1.0,1.0,9.1
76.14146,76.13725,-0.0042037964,STRESS_DECREASE,-5.0,Reduce stress by 5 points,8.8,3.0,1.0,9.1,8.8,1.0,1.0,9.1
76.14146,76.08526,-0.05619812,EXERCISE_INCREASE,1.0,Add 1 workout sessions/week,8.8,3.0,1.0,9.1,8.8,3.0,2.0,9.1
76.14146,76.12378,-0.017677307,EXERCISE_INCREASE,2.0,Add 2 workout sessions/week,8.8,3.0,1.0,9.1,8.8,3.0,3.0,9.1
76.14146,76.12378,-0.017677307,EXERCISE_INCREASE,3.0,Add 3 workout sessions/week,8.8,3.0,1.0,9.1,8.8,3.0,4.0,9.1
76.14146,76.12378,-0.017677307,EXERCISE_INCREASE,4.0,Add 4 workout sessions/week,8.8,3.0,1.0,9.1,8.8,3.0,5.0,9.1
76.14146,76.160805,0.019348145,SCREEN_DECREASE,-1.0,Reduce screen time by 1h,8.8,3.0,1.0,9.1,8.8,3.0,1.0,8.1
76.14146,76.171585,0.030128479,SCREEN_DECREASE,-2.0,Reduce screen time by 2h,8.8,3.0,1.0,9.1,8.8,3.0,1.0,7.1
76.14146,76.17269,0.031234741,SCREEN_DECREASE,-3.0,Reduce screen time by 3h,8.8,3.0,1.0,9.1,8.8,3.0,1.0,6.1
76.14146,76.177,0.03554535,SCREEN_DECREASE,-4.0,Reduce screen time by 4h,8.8,3.0,1.0,9.1,8.8,3.0,1.0,5.1
76.14146,76.2146,0.073143005,CAFFEINE_ADJUST,-2.0,Adjust caffeine by 2 cups,8.8,3.0,1.0,9.1,8.8,3.0,1.0,9.1
76.14146,76.2146,0.073143005,CAFFEINE_ADJUST,-1.0,Adjust caffeine by 1 cups,8.8,3.0,1.0,9.1,8.8,3.0,1.0,9.1
76.14146,76.2146,0.073143005,CAFFEINE_ADJUST,0.0,Adjust caffeine by 0 cups,8.8,3.0,1.0,9.1,8.8,3.0,1.0,9.1
76.14146,76.2146,0.073143005,CAFFEINE_ADJUST,1.0,Adjust caffeine by 1 cups,8.8,3.0,1.0,9.1,8.8,3.0,1.0,9.1
22.249859,23.799086,1.5492268,SLEEP_INCREASE,0.5,Increase sleep by 0.5h,4.6,6.0,1.0,10.0,5.1,6.0,1.0,10.0
22.249859,25.082216,2.8323574,SLEEP_INCREASE,1.0,Increase sleep by 1.0h,4.6,6.0,1.0,10.0,5.6,6.0,1.0,10.0
22.249859,26.58463,4.33477,SLEEP_INCREASE,1.5,Increase sleep by 1.5h,4.6,6.0,1.0,10.0,6.1,6.0,1.0,10.0
22.249859,28.085732,5.8358727,SLEEP_INCREASE,2.0,Increase sleep by 2.0h,4.6,6.0,1.0,10.0,6.6,6.0,1.0,10.0
22.249859,29.372179,7.12232,SLEEP_INCREASE,2.5,Increase sleep by 2.5h,4.6,6.0,1.0,10.0,7.1,6.0,1.0,10.0
22.249859,30.62761,8.37775,SLEEP_INCREASE,3.0,Increase sleep by 3.0h,4.6,6.0,1.0,10.0,7.6,6.0,1.0,10.0
22.249859,22.273968,0.024108887,STRESS_DECREASE,-1.0,Reduce stress by 1 points,4.6,6.0,1.0,10.0,4.6,5.0,1.0,10.0
22.249859,22.289783,0.03992462,STRESS_DECREASE,-2.0,Reduce stress by 2 points,4.6,6.0,1.0,10.0,4.6,4.0,1.0,10.0
22.249859,22.310429,0.060569763,STRESS_DECREASE,-3.0,Reduce stress by 3 points,4.6,6.0,1.0,10.0,4.6,3.0,1.0,10.0
22.249859,22.31976,0.06990051,STRESS_DECREASE,-4.0,Reduce stress by 4 points,4.6,6.0,1.0,10.0,4.6,2.0,1.0,10.0
22.249859,22.430386,0.18052673,STRESS_DECREASE,-5.0,Reduce stress by 5 points,4.6,6.0,1.0,10.0,4.6,1.0,1.0,10.0
22.249859,22.41066,0.16080093,EXERCISE_INCREASE,1.0,Add 1 workout sessions/week,4.6,6.0,1.0,10.0,4.6,6.0,2.0,10.0
22.249859,22.462822,0.2129631,EXERCISE_INCREASE,2.0,Add 2 workout sessions/week,4.6,6.0,1.0,10.0,4.6,6.0,3.0,10.0
22.249859,22.530712,0.28085327,EXERCISE_INCREASE,3.0,Add 3 workout sessions/week,4.6,6.0,1.0,10.0,4.6,6.0,4.0,10.0
22.249859,22.535341,0.2854824,EXERCISE_INCREASE,4.0,Add 4 workout sessions/week,4.6,6.0,1.0,10.0,4.6,6.0,5.0,10.0
22.249859,22.287107,0.03724861,SCREEN_DECREASE,-1.0,Reduce screen time by 1h,4.6,6.0,1.0,10.0,4.6,6.0,1.0,9.0
22.249859,22.362356,0.11249733,SCREEN_DECREASE,-2.0,Reduce screen time by 2h,4.6,6.0,1.0,10.0,4.6,6.0,1.0,8.0
22.249859,22.406916,0.15705681,SCREEN_DECREASE,-3.0,Reduce screen time by 3h,4.6,6.0,1.0,10.0,4.6,6.0,1.0,7.0
22.249859,22.394686,0.14482689,SCREEN_DECREASE,-4.0,Reduce screen time by 4h,4.6,6.0,1.0,10.0,4.6,6.0,1.0,6.0
22.249859,22.412834,0.16297531,CAFFEINE_ADJUST,-2.0,Adjust caffeine by 2 cups,4.6,6.0,1.0,10.0,4.6,6.0,1.0,10.0
22.249859,22.412834,0.16297531,CAFFEINE_ADJUST,-1.0,Adjust caffeine by 1 cups,4.6,6.0,1.0,10.0,4.6,6.0,1.0,10.0
22.249859,22.412834,0.16297531,CAFFEINE_ADJUST,0.0,Adjust caffeine by 0 cups,4.6,6.0,1.0,10.0,4.6,6.0,1.0,10.0
22.249859,22.412834,0.16297531,CAFFEINE_ADJUST,1.0,Adjust caffeine by 1 cups,4.6,6.0,1.0,10.0,4.6,6.0,1.0,10.0
33.13791,34.68781,1.5499,SLEEP_INCREASE,0.5,Increase sleep by 0.5h,6.2,2.0,2.0,7.2,6.7,2.0,2.0,7.2
33.13791,36.391586,3.2536774,SLEEP_INCREASE,1.0,Increase sleep by 1.0h,6.2,2.0,2.0,7.2,7.2,2.0,2.0,7.2
33.13791,38.18734,5.049431,SLEEP_INCREASE,1.5,Increase sleep by 1.5h,6.2,2.0,2.0,7.2,7.7,2.0,2.0,7.2
33.13791,39.485058,6.347149,SLEEP_INCREASE,2.0,Increase sleep by 2.0h,6.2,2.0,2.0,7.2,8.2,2.0,2.0,7.2
33.13791,40.59191,7.4540024,SLEEP_INCREASE,2.5,Increase sleep by 2.5h,6.2,2.0,2.0,7.2,8.7,2.0,2.0,7.2
33.13791,41.619114,8.481205,SLEEP_INCREASE,3.0,Increase sleep by 3.0h,6.2,2.0,2.0,7.2,9.2,2.0,2.0,7.2
33.13791,33.136204,-0.0017051697,STRESS_DECREASE,-1.0,Reduce stress by 1 points,6.2,2.0,2.0,7.2,6.2,1.0,2.0,7.2
33.13791,33.136204,-0.0017051697,STRESS_DECREASE,-2.0,Reduce stress by 2 points,6.2,2.0,2.0,7.2,6.2,1.0,2.0,7.2
33.13791,33.136204,-0.0017051697,STRESS_DECREASE,-3.0,Reduce stress by 3 points,6.2,2.0,2.0,7.2,6.2,1.0,2.0,7.2
33.13791,33.136204,-0.0017051697,STRESS_DECREASE,-4.0,Reduce stress by 4 points,6.2,2.0,2.0,7.2,6.2,1.0,2.0,7.2
33.13791,33.136204,-0.0017051697,STRESS_DECREASE,-5.0,Reduce stress by 5 points,6.2,2.0,2.0,7.2,6.2,1.0,2.0,7.2
33.13791,33.087894,-0.050014496,EXERCISE_INCREASE,1.0,Add 1 workout sessions/week,6.2,2.0,2.0,7.2,6.2,2.0,3.0,7.2
33.13791,33.16246,0.024551392,EXERCISE_INCREASE,2.0,Add 2 workout sessions/week,6.2,2.0,2.0,7.2,6.2,2.0,4.0,7.2
33.13791,33.16246,0.024551392,EXERCISE_INCREASE,3.0,Add 3 workout sessions/week,6.2,2.0,2.0,7.2,6.2,2.0,5.0,7.2
33.13791,33.16246,0.024551392,EXERCISE_INCREASE,4.0,Add 4 workout sessions/week,6.2,2.0,2.0,7.2,6.2,2.0,6.0,7.2
33.13791,33.15623,0.018321991,SCREEN_DECREASE,-1.0,Reduce screen time by 1h,6.2,2.0,2.0,7.2,6.2,2.0,2.0,6.2
33.13791,33.154728,0.016819,SCREEN_DECREASE,-2.0,Reduce screen time by 2h,6.2,2.0,2.0,7.2,6.2,2.0,2.0,5.2
33.13791,33.170135,0.032226562,SCREEN_DECREASE,-3.0,Reduce screen time by 3h,6.2,2.0,2.0,7.2,6.2,2.0,2.0,4.2
33.13791,33.202682,0.06477356,SCREEN_DECREASE,-4.0,Reduce screen time by 4h,6.2,2.0,2.0,7.2,6.2,2.0,2.0,3.2
33.13791,33.133694,-0.0042152405,CAFFEINE_ADJUST,-2.0,Adjust caffeine by 2 cups,6.2,2.0,2.0,7.2,6.2,2.0,2.0,7.2
33.13791,33.133694,-0.0042152405,CAFFEINE_ADJUST,-1.0,Adjust caffeine by 1 cups,6.2,2.0,2.0,7.2,6.2,2.0,2.0,7.2
33.13791,33.133694,-0.0042152405,CAFFEINE_ADJUST,0.0,Adjust caffeine by 0 cups,6.2,2.0,2.0,7.2,6.2,2.0,2.0,7.2
33.13791,33.133694,-0.0042152405,CAFFEINE_ADJUST,1.0,Adjust caffeine by 1 cups,6.2,2.0,2.0,7.2,6.2,2.0,2.0,7.2
61.72962,62.77525,1.0456276,SLEEP_INCREASE,0.5,Increase sleep by 0.5h,8.6,6.0,2.0,7.3,9.1,6.0,2.0,7.3
61.72962,64.27384,2.54422,SLEEP_INCREASE,1.0,Increase sleep by 1.0h,8.6,6.0,2.0,7.3,9.6,6.0,2.0,7.3
61.72962,65.04626,3.3166351,SLEEP_INCREASE,1.5,Increase sleep by 1.5h,8.6,6.0,2.0,7.3,10.0,6.0,2.0,7.3
61.72962,65.04626,3.3166351,SLEEP_INCREASE,2.0,Increase sleep by 2.0h,8.6,6.0,2.0,7.3,10.0,6.0,2.0,7.3
61.72962,65.04626,3.3166351,SLEEP_INCREASE,2.5,Increase sleep by 2.5h,8.6,6.0,2.0,7.3,10.0,6.0,2.0,7.3
61.72962,65.04626,3.3166351,SLEEP_INCREASE,3.0,Increase sleep by 3.0h,8.6,6.0,2.0,7.3,10.0,6.0,2.0,7.3
61.72962,61.735264,0.0056419373,STRESS_DECREASE,-1.0,Reduce stress by 1 points,8.6,6.0,2.0,7.3,8.6,5.0,2.0,7.3
61.72962,61.743065,0.013442993,STRESS_DECREASE,-2.0,Reduce stress by 2 points,8.6,6.0,2.0,7.3,8.6,4.0,2.0,7.3
61.72962,61.735332,0.005710602,STRESS_DECREASE,-3.0,Reduce stress by 3 points,8.6,6.0,2.0,7.3,8.6,3.0,2.0,7.3
61.72962,61.735207,0.005584717,STRESS_DECREASE,-4.0,Reduce stress by 4 points,8.6,6.0,2.0,7.3,8.6,2.0,2.0,7.3
61.72962,61.74459,0.014968872,STRESS_DECREASE,-5.0,Reduce stress by 5 points,8.6,6.0,2.0,7.3,8.6,1.0,2.0,7.3
61.72962,62.22113,0.49150848,EXERCISE_INCREASE,1.0,Add 1 workout sessions/week,8.6,6.0,2.0,7.3,8.6,6.0,3.0,7.3
61.72962,62.22113,0.49150848,EXERCISE_INCREASE,2.0,Add 2 workout sessions/week,8.6,6.0,2.0,7.3,8.6,6.0,4.0,7.3
61.72962,62.22113,0.49150848,EXERCISE_INCREASE,3.0,Add 3 workout sessions/week,8.6,6.0,2.0,7.3,8.6,6.0,5.0,7.3
61.72962,62.22113,0.49150848,EXERCISE_INCREASE,4.0,Add 4 workout sessions/week,8.6,6.0,2.0,7.3,8.6,6.0,6.0,7.3
61.72962,61.763577,0.03395462,SCREEN_DECREASE,-1.0,Reduce screen time by 1h,8.6,6.0,2.0,7.3,8.6,6.0,2.0,6.3
61.72962,61.79009,0.060466766,SCREEN_DECREASE,-2.0,Reduce screen time by 2h,8.6,6.0,2.0,7.3,8.6,6.0,2.0,5.3
61.72962,61.777634,0.04801178,SCREEN_DECREASE,-3.0,Reduce screen time by 3h,8.6,6.0,2.0,7.3,8.6,6.0,2.0,4.3
61.72962,61.790997,0.061374664,SCREEN_DECREASE,-4.0,Reduce screen time by 4h,8.6,6.0,2.0,7.3,8.6,6.0,2.0,3.3
61.72962,61.736607,0.0069847107,CAFFEINE_ADJUST,-2.0,Adjust caffeine by 2 cups,8.6,6.0,2.0,7.3,8.6,6.0,2.0,7.3
61.72962,61.736607,0.0069847107,CAFFEINE_ADJUST,-1.0,Adjust caffeine by 1 cups,8.6,6.0,2.0,7.3,8.6,6.0,2.0,7.3
61.72962,61.736607,0.0069847107,CAFFEINE_ADJUST,0.0,Adjust caffeine by 0 cups,8.6,6.0,2.0,7.3,8.6,6.0,2.0,7.3
61.72962,61.736607,0.0069847107,CAFFEINE_ADJUST,1.0,Adjust caffeine by 1 cups,8.6,6.0,2.0,7.3,8.6,6.0,2.0,7.3
63.995358,65.809326,1.8139687,SLEEP_INCREASE,0.5,Increase sleep by 0.5h,6.6,8.0,1.0,9.5,7.1,8.0,1.0,9.5
63.995358,66.65373,2.6583748,SLEEP_INCREASE,1.0,Increase sleep by 1.0h,6.6,8.0,1.0,9.5,7.6,8.0,1.0,9.5
63.995358,68.027145,4.031788,SLEEP_INCREASE,1.5,Increase sleep by 1.5h,6.6,8.0,1.0,9.5,8.1,8.0,1.0,9.5
63.995358,68.16963,4.1742744,SLEEP_INCREASE,2.0,Increase sleep by 2.0h,6.6,8.0,1.0,9.5,8.6,8.0,1.0,9.5
63.995358,69.10141,5.1060524,SLEEP_INCREASE,2.5,Increase sleep by 2.5h,6.6,8.0,1.0,9.5,9.1,8.0,1.0,9.5
63.995358,69.646645,5.651287,SLEEP_INCREASE,3.0,Increase sleep by 3.0h,6.6,8.0,1.0,9.5,9.6,8.0,1.0,9.5
63.995358,58.957985,-5.0373726,STRESS_DECREASE,-1.0,Reduce stress by 1 points,6.6,8.0,1.0,9.5,6.6,7.0,1.0,9.5
63.995358,59.096565,-4.8987923,STRESS_DECREASE,-2.0,Reduce stress by 2 points,6.6,8.0,1.0,9.5,6.6,6.0,1.0,9.5
63.995358,59.477177,-4.518181,STRESS_DECREASE,-3.0,Reduce stress by 3 points,6.6,8.0,1.0,9.5,6.6,5.0,1.0,9.5
63.995358,59.50216,-4.4931984,STRESS_DECREASE,-4.0,Reduce stress by 4 points,6.6,8.0,1.0,9.5,6.6,4.0,1.0,9.5
63.995358,59.524235,-4.4711227,STRESS_DECREASE,-5.0,Reduce stress by 5 points,6.6,8.0,1.0,9.5,6.6,3.0,1.0,9.5
63.995358,64.38911,0.39374924,EXERCISE_INCREASE,1.0,Add 1 workout sessions/week,6.6,8.0,1.0,9.5,6.6,8.0,2.0,9.5
63.995358,64.64007,0.64471054,EXERCISE_INCREASE,2.0,Add 2 workout sessions/week,6.6,8.0,1.0,9.5,6.6,8.0,3.0,9.5
63.995358,64.64007,0.64471054,EXERCISE_INCREASE,3.0,Add 3 workout sessions/week,6.6,8.0,1.0,9.5,6.6,8.0,4.0,9.5
63.995358,64.64007,0.64471054,EXERCISE_INCREASE,4.0,Add 4 workout sessions/week,6.6,8.0,1.0,9.5,6.6,8.0,5.0,9.5
63.995358,65.10904,1.1136818,SCREEN_DECREASE,-1.0,Reduce screen time by 1h,6.6,8.0,1.0,9.5,6.6,8.0,1.0,8.5
63.995358,65.474236,1.478878,SCREEN_DECREASE,-2.0,Reduce screen time by 2h,6.6,8.0,1.0,9.5,6.6,8.0,1.0,7.5
63.995358,65.807884,1.8125267,SCREEN_DECREASE,-3.0,Reduce screen time by 3h,6.6,8.0,1.0,9.5,6.6,8.0,1.0,6.5
63.995358,66.32633,2.3309746,SCREEN_DECREASE,-4.0,Reduce screen time by 4h,6.6,8.0,1.0,9.5,6.6,8.0,1.0,5.5
63.995358,64.27524,0.27988052,CAFFEINE_ADJUST,-2.0,Adjust caffeine by 2 cups,6.6,8.0,1.0,9.5,6.6,8.0,1.0,9.5
63.995358,64.27524,0.27988052,CAFFEINE_ADJUST,-1.0,Adjust caffeine by 1 cups,6.6,8.0,1.0,9.5,6.6,8.0,1.0,9.5
63.995358,64.27524,0.27988052,CAFFEINE_ADJUST,0.0,Adjust caffeine by 0 cups,6.6,8.0,1.0,9.5,6.6,8.0,1.0,9.5
63.995358,64.27524,0.27988052,CAFFEINE_ADJUST,1.0,Adjust caffeine by 1 cups,6.6,8.0,1.0,9.5,6.6,8.0,1.0,9.5
93.7476,93.75106,0.0034637451,SLEEP_INCREASE,0.5,Increase sleep by 0.5h,9.9,1.0,0.0,6.4,10.0,1.0,0.0,6.4
93.7476,93.75106,0.0034637451,SLEEP_INCREASE,1.0,Increase sleep by 1.0h,9.9,1.0,0.0,6.4,10.0,1.0,0.0,6.4
93.7476,93.75106,0.0034637451,SLEEP_INCREASE,1.5,Increase sleep by 1.5h,9.9,1.0,0.0,6.4,10.0,1.0,0.0,6.4
93.7476,93.75106,0.0034637451,SLEEP_INCREASE,2.0,Increase sleep by 2.0h,9.9,1.0,0.0,6.4,10.0,1.0,0.0,6.4
93.7476,93.75106,0.0034637451,SLEEP_INCREASE,2.5,Increase sleep by 2.5h,9.9,1.0,0.0,6.4,10.0,1.0,0.0,6.4
93.7476,93.75106,0.0034637451,SLEEP_INCREASE,3.0,Increase sleep by 3.0h,9.9,1.0,0.0,6.4,10.0,1.0,0.0,6.4
93.7476,93.7476,0.0,STRESS_DECREASE,-1.0,Reduce stress by 1 points,9.9,1.0,0.0,6.4,9.9,1.0,0.0,6.4
93.7476,93.7476,0.0,STRESS_DECREASE,-2.0,Reduce stress by 2 points,9.9,1.0,0.0,6.4,9.9,1.0,0.0,6.4
93.7476,93.7476,0.0,STRESS_DECREASE,-3.0,Reduce stress by 3 points,9.9,1.0,0.0,6.4,9.9,1.0,0.0,6.4
93.7476,93.7476,0.0,STRESS_DECREASE,-4.0,Reduce stress by 4 points,9.9,1.0,0.0,6.4,9.9,1.0,0.0,6.4
93.7476,93.7476,0.0,STRESS_DECREASE,-5.0,Reduce stress by 5 points,9.9,1.0,0.0,6.4,9.9,1.0,0.0,6.4
93.7476,93.80504,0.05744171,EXERCISE_INCREASE,1.0,Add 1 workout sessions/week,9.9,1.0,0.0,6.4,9.9,1.0,1.0,6.4
93.7476,93.795425,0.047828674,EXERCISE_INCREASE,2.0,Add 2 workout sessions/week,9.9,1.0,0.0,6.4,9.9,1.0,2.0,6.4
93.7476,93.795425,0.047828674,EXERCISE_INCREASE,3.0,Add 3 workout sessions/week,9.9,1.0,0.0,6.4,9.9,1.0,3.0,6.4
93.7476,93.795425,0.047828674,EXERCISE_INCREASE,4.0,Add 4 workout sessions/week,9.9,1.0,0.0,6.4,9.9,1.0,4.0,6.4
93.7476,93.78449,0.036895752,SCREEN_DECREASE,-1.0,Reduce screen time by 1h,9.9,1.0,0.0,6.4,9.9,1.0,0.0,5.4
93.7476,93.78578,0.03818512,SCREEN_DECREASE,-2.0,Reduce screen time by 2h,9.9,1.0,0.0,6.4,9.9,1.0,0.0,4.4
93.7476,93.79975,0.05215454,SCREEN_DECREASE,-3.0,Reduce screen time by 3h,9.9,1.0,0.0,6.4,9.9,1.0,0.0,3.4000000000000004
93.7476,93.81763,0.07003021,SCREEN_DECREASE,-4.0,Reduce screen time by 4h,9.9,1.0,0.0,6.4,9.9,1.0,0.0,2.4000000000000004
93.7476,93.79864,0.05104065,CAFFEINE_ADJUST,-2.0,Adjust caffeine by 2 cups,9.9,1.0,0.0,6.4,9.9,1.0,0.0,6.4
93.7476,93.79864,0.05104065,CAFFEINE_ADJUST,-1.0,Adjust caffeine by 1 cups,9.9,1.0,0.0,6.4,9.9,1.0,0.0,6.4
93.7476,93.79864,0.05104065,CAFFEINE_ADJUST,0.0,Adjust caffeine by 0 cups,9.9,1.0,0.0,6.4,9.9,1.0,0.0,6.4
93.7476,93.79864,0.05104065,CAFFEINE_ADJUST,1.0,Adjust caffeine by 1 cups,9.9,1.0,0.0,6.4,9.9,1.0,0.0,6.4
96.029,96.03981,0.010810852,SLEEP_INCREASE,0.5,Increase sleep by 0.5h,8.1,5.0,2.0,5.9,8.6,5.0,2.0,5.9
96.029,96.03916,0.0101623535,SLEEP_INCREASE,1.0,Increase sleep by 1.0h,8.1,5.0,2.0,5.9,9.1,5.0,2.0,5.9
96.029,96.050674,0.02167511,SLEEP_INCREASE,1.5,Increase sleep by 1.5h,8.1,5.0,2.0,5.9,9.6,5.0,2.0,5.9
96.029,96.05762,0.028617859,SLEEP_INCREASE,2.0,Increase sleep by 2.0h,8.1,5.0,2.0,5.9,10.0,5.0,2.0,5.9
96.029,96.05762,0.028617859,SLEEP_INCREASE,2.5,Increase sleep by 2.5h,8.1,5.0,2.0,5.9,10.0,5.0,2.0,5.9
96.029,96.05762,0.028617859,SLEEP_INCREASE,3.0,Increase sleep by 3.0h,8.1,5.0,2.0,5.9,10.0,5.0,2.0,5.9
96.029,96.03301,0.0040130615,STRESS_DECREASE,-1.0,Reduce stress by 1 points,8.1,5.0,2.0,5.9,8.1,4.0,2.0,5.9
96.029,96.03056,0.0015640259,STRESS_DECREASE,-2.0,Reduce stress by 2 points,8.1,5.0,2.0,5.9,8.1,3.0,2.0,5.9
96.029,96.02999,0.0009918213,STRESS_DECREASE,-3.0,Reduce stress by 3 points,8.1,5.0,2.0,5.9,8.1,2.0,2.0,5.9
96.029,96.04333,0.014328003,STRESS_DECREASE,-4.0,Reduce stress by 4 points,8.1,5.0,2.0,5.9,8.1,1.0,2.0,5.9
96.029,96.04333,0.014328003,STRESS_DECREASE,-5.0,Reduce stress by 5 points,8.1,5.0,2.0,5.9,8.1,1.0,2.0,5.9
96.029,96.04228,0.013282776,EXERCISE_INCREASE,1.0,Add 1 workout sessions/week,8.1,5.0,2.0,5.9,8.1,5.0,3.0,5.9
96.029,96.04228,0.013282776,EXERCISE_INCREASE,2.0,Add 2 workout sessions/week,8.1,5.0,2.0,5.9,8.1,5.0,4.0,5.9
96.029,96.04228,0.013282776,EXERCISE_INCREASE,3.0,Add 3 workout sessions/week,8.1,5.0,2.0,5.9,8.1,5.0,5.0,5.9
96.029,96.04228,0.013282776,EXERCISE_INCREASE,4.0,Add 4 workout sessions/week,8.1,5.0,2.0,5.9,8.1,5.0,6.0,5.9
96.029,96.05578,0.026779175,SCREEN_DECREASE,-1.0,Reduce screen time by 1h,8.1,5.0,2.0,5.9,8.1,5.0,2.0,4.9
96.029,96.06525,0.036247253,SCREEN_DECREASE,-2.0,Reduce screen time by 2h,8.1,5.0,2.0,5.9,8.1,5.0,2.0,3.9000000000000004
96.029,96.11598,0.08698273,SCREEN_DECREASE,-3.0,Reduce screen time by 3h,8.1,5.0,2.0,5.9,8.1,5.0,2.0,2.9000000000000004
96.029,96.1479,0.118904114,SCREEN_DECREASE,-4.0,Reduce screen time by 4h,8.1,5.0,2.0,5.9,8.1,5.0,2.0,1.9000000000000004
96.029,96.029,0.0,CAFFEINE_ADJUST,-2.0,Adjust caffeine by 2 cups,8.1,5.0,2.0,5.9,8.1,5.0,2.0,5.9
96.029,96.029,0.0,CAFFEINE_ADJUST,-1.0,Adjust caffeine by 1 cups,8.1,5.0,2.0,5.9,8.1,5.0,2.0,5.9
96.029,96.029,0.0,CAFFEINE_ADJUST,0.0,Adjust caffeine by 0 cups,8.1,5.0,2.0,5.9,8.1,5.0,2.0,5.9
96.029,96.029,0.0,CAFFEINE_ADJUST,1.0,Adjust caffeine by 1 cups,8.1,5.0,2.0,5.9,8.1,5.0,2.0,5.9
38.928272,39.662315,0.7340431,SLEEP_INCREASE,0.5,Increase sleep by 0.5h,8.4,5.0,1.0,10.0,8.9,5.0,1.0,10.0
38.928272,40.531147,1.6028748,SLEEP_INCREASE,1.0,Increase sleep by 1.0h,8.4,5.0,1.0,10.0,9.4,5.0,1.0,10.0
38.928272,41.4161,2.4878273,SLEEP_INCREASE,1.5,Increase sleep by 1.5h,8.4,5.0,1.0,10.0,9.9,5.0,1.0,10.0
38.928272,41.484425,2.5561523,SLEEP_INCREASE,2.0,Increase sleep by 2.0h,8.4,5.0,1.0,10.0,10.0,5.0,1.0,10.0
38.928272,41.484425,2.5561523,SLEEP_INCREASE,2.5,Increase sleep by 2.5h,8.4,5.0,1.0,10.0,10.0,5.0,1.0,10.0
38.928272,41.484425,2.5561523,SLEEP_INCREASE,3.0,Increase sleep by 3.0h,8.4,5.0,1.0,10.0,10.0,5.0,1.0,10.0
38.928272,38.95183,0.02355957,STRESS_DECREASE,-1.0,Reduce stress by 1 points,8.4,5.0,1.0,10.0,8.4,4.0,1.0,10.0
38.928272,38.94527,0.016998291,STRESS_DECREASE,-2.0,Reduce stress by 2 points,8.4,5.0,1.0,10.0,8.4,3.0,1.0,10.0
